0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	26	44	22	34	0	2	2	24	32	0	2	14	4	6	0	0	34	50	28	0	44	20	20	48	0	14	16	6	6	0	32	36	4	6	0	46	34	18	24	0	28	44	10	34	0	46	36	18	48	
0	2	22	6	2	0	8	10	36	0	0	34	4	2	48	0	26	8	4	6	0	48	12	12	46	0	46	30	20	22	0	28	34	8	22	0	22	26	24	30	0	0	30	32	10	0	44	20	14	28	
0	30	20	24	28	0	8	8	14	46	0	44	30	24	8	0	24	0	14	16	0	36	12	36	14	0	22	28	20	28	0	30	10	42	12	0	34	0	40	16	0	50	32	12	26	0	42	26	16	46	
0	24	42	6	0	0	20	2	36	30	0	44	0	6	24	0	36	38	52	4	0	16	50	34	48	0	12	52	48	24	0	32	12	22	14	0	16	54	24	30	0	46	6	14	50	0	50	38	10	10	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	2	36	32	56	0	42	58	6	18	0	40	36	54	6	0	56	28	30	6	0	0	14	8	16	0	40	58	56	0	0	36	30	18	2	0	36	4	10	48	0	28	34	4	4	0	46	6	48	46	
0	0	4	22	36	0	36	20	28	16	0	48	36	48	0	0	50	26	58	40	0	56	62	28	46	0	52	22	24	10	0	24	12	2	22	0	20	52	42	4	0	60	32	42	4	0	2	40	12	6	
0	8	44	54	10	0	2	32	2	14	0	22	38	6	2	0	26	30	38	52	0	42	40	38	18	0	6	4	34	44	0	54	4	52	0	0	30	28	60	54	0	28	58	38	10	0	24	30	26	50	
0	22	12	50	8	0	8	38	32	66	0	50	60	42	66	0	2	60	8	26	0	64	44	56	28	0	20	40	64	40	0	60	10	58	4	0	2	48	46	56	0	4	56	22	42	0	36	4	4	14	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	44	6	26	54	0	48	14	40	42	0	18	40	38	14	0	40	70	58	48	0	22	52	24	44	0	0	32	44	10	0	16	50	12	40	0	32	0	16	52	0	6	30	12	6	0	8	4	8	26	
0	24	8	48	52	0	6	10	36	52	0	24	62	24	66	0	30	50	10	30	0	4	16	70	6	0	2	72	34	48	0	32	12	60	48	0	28	50	12	30	0	24	38	36	16	0	50	50	0	48	
0	40	22	16	0	0	24	4	42	8	0	2	6	26	38	0	30	72	56	28	0	46	20	8	2	0	60	36	32	74	0	70	12	46	30	0	10	34	26	8	0	44	30	0	56	0	18	40	6	10	
0	48	20	20	4	0	2	0	4	50	0	28	28	72	28	0	28	54	56	56	0	22	34	6	48	0	70	4	40	0	0	56	70	52	52	0	32	52	34	54	0	32	40	34	14	0	30	34	46	18	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	2	24	4	42	0	6	2	64	20	0	24	4	22	36	0	44	44	50	66	0	34	36	10	18	0	52	62	38	38	0	10	10	8	32	0	30	2	10	6	0	30	36	4	34	0	16	2	48	8	
0	2	24	40	28	0	8	52	60	52	0	8	42	8	20	0	38	8	46	68	0	54	72	34	74	0	26	26	76	68	0	48	2	64	32	0	30	30	42	50	0	46	34	38	6	0	46	18	38	16	
0	12	36	52	50	0	34	34	12	12	0	2	64	50	62	0	46	36	64	72	0	10	4	20	38	0	28	10	82	10	0	2	0	54	38	0	36	46	26	68	0	54	42	36	48	0	10	42	30	20	
0	32	38	26	8	0	0	22	14	52	0	2	30	50	32	0	68	52	4	78	0	10	22	66	34	0	76	14	46	86	0	30	44	46	34	0	60	16	38	34	0	26	2	24	40	0	48	30	44	4	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	48	0	36	48	0	16	44	8	2	0	66	22	40	12	0	6	66	60	22	0	58	0	42	70	0	2	32	52	24	0	52	26	18	40	0	40	70	38	4	0	38	0	22	26	0	2	8	30	32	
